id,title,price,promo_price,url,region
597181,Конструктор LEGO Chima Лагерь Ледяных медведей,699RUB,589RUB,https://www.detmir.ru/product/index/id/597181/,Moscow
597301,Конструктор LEGO City Great Vehicles Буксировщик автомобилей,1209RUB,899RUB,https://www.detmir.ru/product/index/id/597301/,Moscow
597311,Конструктор LEGO City Great Vehicles Внедорожник 4x4 с гоночным катером,1999RUB,1379RUB,https://www.detmir.ru/product/index/id/597311/,Moscow
597321,Конструктор LEGO City Great Vehicles Перевозчик гоночных мотоциклов,1299RUB,899RUB,https://www.detmir.ru/product/index/id/597321/,Moscow
597421,Конструктор LEGO Star Wars TM Бронированный штурмовой танк AAT™,1989RUB,1239RUB,https://www.detmir.ru/product/index/id/597421/,Moscow
597431,Конструктор LEGO Star Wars TM Воины Тени (Shadow Troopers),999RUB,619RUB,https://www.detmir.ru/product/index/id/597431/,Moscow
597441,Конструктор LEGO Star Wars Дроид-Стервятник,649RUB,549RUB,https://www.detmir.ru/product/index/id/597441/,Moscow
597451,Конструктор LEGO Star Wars TM Звёздный истребитель ARC-170™,649RUB,549RUB,https://www.detmir.ru/product/index/id/597451/,Moscow
597461,Конструктор LEGO Star Wars TM Пехотинцы планеты Джеонозис (Geonosis Troopers™),999RUB,619RUB,https://www.detmir.ru/product/index/id/597461/,Moscow
597481,Конструктор LEGO Star Wars TM Самонаводящийся дроид-паук (Homing Spid,649RUB,319RUB,https://www.detmir.ru/product/index/id/597481/,Moscow
597491,Конструктор LEGO Star Wars TM Скайхоппер T-16 (T-16 Skyhopper™),1999RUB,1379RUB,https://www.detmir.ru/product/index/id/597491/,Moscow
597501,Конструктор LEGO Star Wars TM Снеговой спидер™,799RUB,679RUB,https://www.detmir.ru/product/index/id/597501/,Moscow
597511,Конструктор LEGO Star Wars TM Транспорт Имперских Войск (Imperial Troop Transport),999RUB,619RUB,https://www.detmir.ru/product/index/id/597511/,Moscow
597521,Конструктор LEGO Star Wars TM Элитное подразделение Коммандос Сената (Senate Commando Troopers™),999RUB,619RUB,https://www.detmir.ru/product/index/id/597521/,Moscow
603431,Конструктор LEGO DUPLO My First Весёлые каникулы,1999RUB,1319RUB,https://www.detmir.ru/product/index/id/603431/,Moscow
603441,Конструктор LEGO DUPLO My First Мой первый игровой домик,1299RUB,969RUB,https://www.detmir.ru/product/index/id/603441/,Moscow
603451,Конструктор LEGO DUPLO My First Мой первый трактор,999RUB,669RUB,https://www.detmir.ru/product/index/id/603451/,Moscow
603461,Конструктор LEGO DUPLO My First Моя первая ферма,1299RUB,969RUB,https://www.detmir.ru/product/index/id/603461/,Moscow
603471,Конструктор LEGO DUPLO Princess TM Коллекция «Принцессы Дисней»,3299RUB,2799RUB,https://www.detmir.ru/product/index/id/603471/,Moscow
603481,Конструктор LEGO DUPLO Sofia the First Софии Прекрасная: королевская конюшня,1999RUB,1379RUB,https://www.detmir.ru/product/index/id/603481/,Moscow
603491,Конструктор LEGO DUPLO Sofia the First София Прекрасная: королевский замок,3999RUB,3399RUB,https://www.detmir.ru/product/index/id/603491/,Moscow
603501,Конструктор LEGO DUPLO Town Аэропорт,1299RUB,879RUB,https://www.detmir.ru/product/index/id/603501/,Moscow
